youtuber,video_id,cosine_similarity,js_divergence,l1_distance
markrober,wpDRV8yvqME,1.0,0.0,0.0
markrober,PGBb_9Zuti0,1.0,0.0,0.0
markrober,-Dp68auqAwk,1.0,0.0,0.0
markrober,W0v9akRqCNw,1.0,0.0,0.0
markrober,5JUlNlGqnlw,1.0,0.0,0.0
markrober,On8yuLrW0pM,1.0,0.0,0.0
markrober,7x7SF83eh9M,1.0,0.0,0.0
markrober,Sqr-PdVYhY4,1.0,0.0,0.0
markrober,kc_YIEYu1N4,1.0,0.0,0.0
markrober,oqx-e5QFosA,1.0,0.0,0.0
markrober,P6xdUwr1l3M,1.0,0.0,0.0
markrober,SyK_te4Zu3c,1.0,0.0,0.0
markrober,9P_v2Va-3k8,1.0,0.0,0.0
markrober,DsZe6TCH3A4,1.0,0.0,0.0
markrober,-szPVwMomuY,1.0,0.0,0.0
markrober,P4gNS0Iiu0Q,1.0,0.0,0.0
markrober,apSq3ZC3Sc8,1.0,0.0,0.0
markrober,fr49XGgewao,1.0,0.0,0.0
markrober,X1rkdQGxI-I,1.0,0.0,0.0
markrober,vqjc5M0le_s,1.0,0.0,0.0
markrober,fxD5-fcLJ2k,1.0,0.0,0.0
markrober,KIlYZivq_H4,1.0,0.0,0.0
markrober,HzCR-8ZZ7Kk,1.0,0.0,0.0
markrober,Twn_4AW0M6U,1.0,0.0,0.0
markrober,h5Zwg3Ag-bE,1.0,0.0,0.0
markrober,mRmpAOCv06w,1.0,0.0,0.0
markrober,3Y2mE1Oph6A,1.0,0.0,0.0
markrober,Evie7TV-E8s,1.0,0.0,0.0
markrober,8ELpYt36yPM,1.0,0.0,0.0
markrober,MUIpkjDoVEE,1.0,0.0,0.0
markrober,tpg3VvoIVfA,1.0,0.0,0.0
